Date,Start Time,End Time,Duration (min),From,To,KM,Trip Type,Purpose,Claim (ZAR),Month
2019-08-03,2019-08-03 13:14:06,2019-08-03 18:12:49,298.7,"-26.995, 28.2105","-26.1192, 27.8502",120.25,Business,Client Visit,557.96,August
2019-08-03,2019-08-03 18:19:38,2019-08-03 18:23:42,4.1,"-26.1195, 27.8504","-26.1173, 27.8385",1.21,Business,Local Travel,5.61,August
2019-08-04,2019-08-04 08:22:06,2019-08-04 08:26:23,4.3,"-26.1129, 27.8345","-26.1256, 27.8469",2.04,Business,Meeting,9.47,August
2019-08-04,2019-08-04 08:58:38,2019-08-04 09:11:10,12.5,"-26.125, 27.8471","-26.1173, 27.8386",2.1,Business,Meeting,9.74,August
2019-08-04,2019-08-04 10:29:18,2019-08-04 10:37:26,8.1,"-26.1131, 27.8345","-26.126, 27.8464",1.97,Business,Meeting,9.14,August
2019-08-04,2019-08-04 10:47:36,2019-08-04 10:55:54,8.3,"-26.1256, 27.8467","-26.113, 27.8346",1.86,Business,Meeting,8.63,August
2019-08-04,2019-08-04 11:37:17,2019-08-04 11:43:37,6.3,"-26.1131, 27.8345","-26.1257, 27.8466",1.94,Business,Meeting,9.0,August
2019-08-04,2019-08-04 11:51:53,2019-08-04 11:55:56,4.0,"-26.1256, 27.8469","-26.1173, 27.8385",1.29,Business,Meeting,5.99,August
2019-08-04,2019-08-04 12:54:43,2019-08-04 13:03:02,8.3,"-26.1131, 27.8345","-26.1259, 27.8468",1.91,Business,Meeting,8.86,August
2019-08-04,2019-08-04 13:35:23,2019-08-04 13:44:01,8.6,"-26.1256, 27.8469","-26.1129, 27.8346",1.88,Business,Meeting,8.72,August
2019-08-05,2019-08-05 09:05:07,2019-08-05 09:13:23,8.3,"-26.1173, 27.8385","-26.1119, 27.8472",1.05,Business,Meeting,4.87,August
2019-08-05,2019-08-05 12:20:09,2019-08-05 12:34:37,14.5,"-26.112, 27.8473","-26.1191, 27.8878",5.34,Business,Client Visit,24.78,August
2019-08-05,2019-08-05 12:44:00,2019-08-05 12:56:12,12.2,"-26.1227, 27.8993","-26.0937, 27.9406",33.33,Business,Client Visit,154.65,August
2019-08-05,2019-08-05 13:01:21,2019-08-05 13:14:57,13.6,"-26.0937, 27.9406","-26.0537, 27.9716",7.04,Business,Client Visit,32.67,August
2019-08-05,2019-08-05 13:40:14,2019-08-05 14:18:42,38.5,"-26.0537, 27.9716","-25.9722, 28.1283",20.32,Business,Client Visit,94.28,August
2019-08-05,2019-08-05 16:29:26,2019-08-05 16:39:39,10.2,"-25.9722, 28.1283","-25.9792, 28.1163",2.04,Business,Meeting,9.47,August
2019-08-05,2019-08-05 17:14:52,2019-08-05 17:25:03,10.2,"-25.9791, 28.1161","-25.9766, 28.1179",4.54,Business,Meeting,21.07,August
2019-08-05,2019-08-05 17:33:08,2019-08-05 17:42:34,9.4,"-25.977, 28.1172","-25.9742, 28.0795",4.15,Business,Meeting,19.26,August
2019-08-05,2019-08-05 18:05:40,2019-08-05 18:56:13,50.5,"-25.975, 28.0797","-26.126, 27.8472",33.94,Business,Long Distance,157.48,August
2019-08-05,2019-08-05 19:05:11,2019-08-05 19:25:31,20.3,"-26.1258, 27.8472","-26.115, 27.7932",5.74,Business,General Travel,26.63,August
2019-08-05,2019-08-05 19:31:32,2019-08-05 19:53:47,22.2,"-26.115, 27.7932","-26.1131, 27.8345",4.54,Business,Local Travel,21.07,August
2019-08-05,2019-08-05 21:29:36,2019-08-05 21:41:50,12.2,"-26.1173, 27.8385","-26.1129, 27.8345",3.13,Business,Local Travel,14.52,August
2019-08-06,2019-08-06 08:05:39,2019-08-06 09:14:46,69.1,"-26.1173, 27.8385","-25.9722, 28.1282",41.53,Business,Meeting,192.7,August
2019-08-06,2019-08-06 09:25:10,2019-08-06 10:14:49,49.6,"-25.9711, 28.1283","-26.1472, 27.9212",57.86,Business,Client Visit,268.47,August
2019-08-06,2019-08-06 10:41:26,2019-08-06 10:57:43,16.3,"-26.1506, 27.926","-26.1174, 27.8384",9.73,Business,Client Visit,45.15,August
2019-08-06,2019-08-06 11:20:46,2019-08-06 11:26:24,5.6,"-26.1173, 27.8385","-26.1119, 27.8472",1.83,Business,Meeting,8.49,August
2019-08-06,2019-08-06 17:20:26,2019-08-06 17:39:33,19.1,"-26.112, 27.8473","-26.1281, 27.9034",6.49,Business,Client Visit,30.11,August
2019-08-06,2019-08-06 17:58:19,2019-08-06 18:14:03,15.7,"-26.1287, 27.905","-26.1088, 27.855",6.08,Business,Client Visit,28.21,August
2019-08-06,2019-08-06 18:20:14,2019-08-06 18:28:54,8.7,"-26.1088, 27.855","-26.1129, 27.8346",2.59,Business,Local Travel,12.02,August
2019-08-06,2019-08-06 20:02:43,2019-08-06 20:14:59,12.3,"-26.1131, 27.8345","-26.1091, 27.7863",6.74,Business,General Travel,31.27,August
2019-08-06,2019-08-06 20:23:01,2019-08-06 20:46:23,23.4,"-26.109, 27.7862","-26.1173, 27.8385",10.1,Business,General Travel,46.86,August
2019-08-07,2019-08-07 08:32:42,2019-08-07 08:41:01,8.3,"-26.1173, 27.8385","-26.112, 27.8473",2.36,Business,Meeting,10.95,August
2019-08-07,2019-08-07 14:16:41,2019-08-07 14:28:49,12.1,"-26.112, 27.8473","-26.1348, 27.86",3.1,Business,Meeting,14.38,August
2019-08-07,2019-08-07 14:46:01,2019-08-07 14:52:51,6.8,"-26.1349, 27.8599","-26.112, 27.8473",2.84,Business,Meeting,13.18,August
2019-08-07,2019-08-07 17:00:36,2019-08-07 17:09:35,9.0,"-26.112, 27.8473","-26.1258, 27.8472",1.85,Business,Meeting,8.58,August
2019-08-07,2019-08-07 17:24:14,2019-08-07 17:44:01,19.8,"-26.1251, 27.8473","-26.1088, 27.7856",8.13,Business,Client Visit,37.72,August
2019-08-07,2019-08-07 17:56:32,2019-08-07 18:16:52,20.3,"-26.1089, 27.786","-26.1258, 27.8472",8.76,Business,Client Visit,40.65,August
2019-08-07,2019-08-07 22:05:22,2019-08-07 22:09:32,4.2,"-26.1175, 27.8384","-26.1131, 27.8345",1.52,Business,Local Travel,7.05,August
2019-08-08,2019-08-08 08:01:12,2019-08-08 08:06:14,5.0,"-26.1173, 27.8385","-26.112, 27.8473",1.12,Business,Meeting,5.2,August
2019-08-08,2019-08-08 11:44:45,2019-08-08 11:55:45,11.0,"-26.112, 27.8473","-26.0911, 27.8711",3.42,Business,Meeting,15.87,August
2019-08-08,2019-08-08 12:32:10,2019-08-08 14:32:39,120.5,"-26.0907, 27.8715","-26.1572, 28.1888",49.96,Business,Client Visit,231.81,August
2019-08-08,2019-08-08 17:05:22,2019-08-08 17:28:04,22.7,"-26.1571, 28.1886","-26.1612, 28.1702",4.82,Business,Meeting,22.36,August
2019-08-08,2019-08-08 17:40:46,2019-08-08 18:43:08,62.4,"-26.1613, 28.1702","-26.126, 27.8473",45.13,Business,Client Visit,209.4,August
2019-08-08,2019-08-08 18:56:19,2019-08-08 19:05:36,9.3,"-26.1258, 27.8472","-26.1174, 27.8384",1.28,Business,Local Travel,5.94,August
2019-08-08,2019-08-08 20:19:52,2019-08-08 21:06:14,46.4,"-26.1173, 27.8385","-26.1174, 27.8385",9.69,Business,General Travel,44.96,August
2019-08-09,2019-08-09 12:59:20,2019-08-09 13:03:34,4.2,"-26.1176, 27.8384","-26.1258, 27.8468",1.27,Business,Meeting,5.89,August
2019-08-09,2019-08-09 13:33:26,2019-08-09 13:43:55,10.5,"-26.1296, 27.851","-26.1187, 27.8502",1.66,Business,Meeting,7.7,August
2019-08-09,2019-08-09 13:54:02,2019-08-09 13:58:05,4.0,"-26.1187, 27.8502","-26.1173, 27.8385",1.23,Business,Meeting,5.71,August
2019-08-10,2019-08-10 15:00:18,2019-08-10 15:18:43,18.4,"-26.1173, 27.8385","-26.1173, 27.8385",3.78,Business,Meeting,17.54,August
2019-08-10,2019-08-10 17:36:52,2019-08-10 17:40:55,4.0,"-26.1131, 27.8345","-26.1186, 27.8504",2.54,Business,Meeting,11.79,August
2019-08-10,2019-08-10 17:47:20,2019-08-10 17:51:23,4.0,"-26.1194, 27.8501","-26.1299, 27.8507",1.4,Business,Meeting,6.5,August
2019-08-10,2019-08-10 18:05:04,2019-08-10 18:36:48,31.7,"-26.13, 27.8508","-26.1192, 27.8501",14.03,Business,General Travel,65.1,August
2019-08-10,2019-08-10 18:45:53,2019-08-10 18:50:02,4.2,"-26.1191, 27.8503","-26.1173, 27.8385",1.19,Business,Local Travel,5.52,August
2019-08-10,2019-08-10 19:57:25,2019-08-10 20:12:22,14.9,"-26.1131, 27.8345","-26.113, 27.8345",3.69,Business,Local Travel,17.12,August
2019-08-11,2019-08-11 08:00:27,2019-08-11 09:38:14,97.8,"-26.1173, 27.8385","-26.996, 28.2111",127.24,Business,Meeting,590.39,August
2019-08-11,2019-08-11 09:47:30,2019-08-11 12:24:11,156.7,"-26.9963, 28.2117","-26.6482, 27.9321",53.42,Business,Client Visit,247.87,August
2019-08-11,2019-08-11 12:30:23,2019-08-11 13:48:56,78.5,"-26.6482, 27.9321","-26.112, 27.8473",72.69,Business,Client Visit,337.28,August
2019-08-11,2019-08-11 13:58:48,2019-08-11 14:05:08,6.3,"-26.112, 27.8464","-26.113, 27.8345",1.17,Business,Meeting,5.43,August
2019-08-11,2019-08-11 17:33:04,2019-08-11 18:42:21,69.3,"-26.1173, 27.8385","-26.113, 27.8345",17.51,Business,Client Visit,81.25,August
2019-08-12,2019-08-12 07:50:03,2019-08-12 08:01:34,11.5,"-26.1173, 27.8385","-26.112, 27.8473",2.33,Business,Local Travel,10.81,August
2019-08-12,2019-08-12 08:57:49,2019-08-12 09:09:59,12.2,"-26.112, 27.8473","-26.1217, 27.813",4.48,Business,Meeting,20.79,August
2019-08-12,2019-08-12 09:18:25,2019-08-12 09:37:35,19.2,"-26.1216, 27.8129","-26.112, 27.8473",4.12,Business,Meeting,19.12,August
2019-08-12,2019-08-12 12:24:40,2019-08-12 12:32:45,8.1,"-26.112, 27.8473","-26.1299, 27.8508",2.31,Business,Meeting,10.72,August
2019-08-12,2019-08-12 12:40:50,2019-08-12 12:47:02,6.2,"-26.13, 27.8508","-26.112, 27.8473",2.05,Business,Meeting,9.51,August
2019-08-12,2019-08-12 17:03:17,2019-08-12 17:13:23,10.1,"-26.112, 27.8473","-26.1173, 27.8385",2.02,Business,Meeting,9.37,August
2019-08-12,2019-08-12 18:21:12,2019-08-12 18:39:25,18.2,"-26.1173, 27.8385","-26.113, 27.8345",3.97,Business,Local Travel,18.42,August
2019-08-13,2019-08-13 08:25:32,2019-08-13 08:39:07,13.6,"-26.1173, 27.8385","-26.1173, 27.8385",2.56,Business,Meeting,11.88,August
2019-08-13,2019-08-13 16:09:15,2019-08-13 16:16:36,7.3,"-26.1173, 27.8385","-26.1305, 27.852",2.0,Business,Meeting,9.28,August
2019-08-13,2019-08-13 18:02:14,2019-08-13 18:06:14,4.0,"-26.125, 27.8468","-26.1173, 27.8385",1.2,Business,Local Travel,5.57,August
2019-08-13,2019-08-13 19:41:38,2019-08-13 20:40:32,58.9,"-26.1173, 27.8385","-26.113, 27.8345",10.24,Business,General Travel,47.51,August
2019-08-14,2019-08-14 16:52:53,2019-08-14 17:03:01,10.1,"-26.1173, 27.8385","-26.126, 27.847",2.65,Business,Meeting,12.3,August
2019-08-14,2019-08-14 17:17:04,2019-08-14 17:31:14,14.2,"-26.1258, 27.8468","-26.108, 27.8359",3.98,Business,Meeting,18.47,August
2019-08-14,2019-08-14 17:39:19,2019-08-14 18:41:48,62.5,"-26.11, 27.8359","-26.1129, 27.8345",10.95,Business,Client Visit,50.81,August
2019-08-15,2019-08-15 07:40:59,2019-08-15 07:49:01,8.0,"-26.1173, 27.8385","-26.112, 27.8473",1.23,Business,Local Travel,5.71,August
2019-08-15,2019-08-15 10:17:01,2019-08-15 11:20:32,63.5,"-26.112, 27.8473","-25.9583, 28.1342",44.31,Business,Client Visit,205.6,August
2019-08-15,2019-08-15 12:40:25,2019-08-15 13:07:49,27.4,"-25.9582, 28.1343","-25.9018, 28.1583",10.57,Business,Client Visit,49.04,August
2019-08-15,2019-08-15 13:22:09,2019-08-15 13:39:05,16.9,"-25.9013, 28.1588","-25.8176, 28.2676",18.99,Business,Client Visit,88.11,August
2019-08-15,2019-08-15 13:47:34,2019-08-15 13:55:34,8.0,"-25.8171, 28.2693","-25.8114, 28.2667",1.7,Business,Meeting,7.89,August
2019-08-15,2019-08-15 14:16:06,2019-08-15 15:10:34,54.5,"-25.8116, 28.2668","-26.0615, 27.945",44.33,Business,Client Visit,205.69,August
2019-08-15,2019-08-15 15:18:49,2019-08-15 16:19:31,60.7,"-26.0616, 27.945","-26.1142, 27.6775",33.7,Business,Client Visit,156.37,August
2019-08-15,2019-08-15 18:54:32,2019-08-15 19:16:12,21.7,"-26.1142, 27.6775","-26.1126, 27.8464",18.68,Business,General Travel,86.68,August
2019-08-15,2019-08-15 19:22:45,2019-08-15 19:28:46,6.0,"-26.112, 27.8473","-26.1173, 27.8385",1.09,Business,Local Travel,5.06,August
2019-08-16,2019-08-16 08:20:26,2019-08-16 08:56:44,36.3,"-26.1173, 27.8385","-26.2686, 27.9778",26.99,Business,Meeting,125.23,August
2019-08-16,2019-08-16 09:06:23,2019-08-16 09:52:05,45.7,"-26.2678, 27.9767","-26.1187, 27.8087",29.4,Business,Client Visit,136.42,August
2019-08-16,2019-08-16 09:58:14,2019-08-16 10:12:17,14.1,"-26.1187, 27.8087","-26.112, 27.8473",5.34,Business,Client Visit,24.78,August
2019-08-16,2019-08-16 14:18:18,2019-08-16 15:03:39,45.4,"-26.112, 27.8473","-26.1142, 27.6775",22.75,Business,Client Visit,105.56,August
2019-08-16,2019-08-16 19:12:55,2019-08-16 20:09:11,56.3,"-26.1142, 27.6775","-26.1174, 27.8385",20.98,Business,Long Distance,97.35,August
2019-08-17,2019-08-17 13:44:14,2019-08-17 14:56:05,71.8,"-26.1173, 27.8385","-26.1259, 27.8472",9.88,Business,Client Visit,45.84,August
2019-08-17,2019-08-17 15:52:14,2019-08-17 16:00:37,8.4,"-26.1293, 27.8496","-26.1129, 27.8345",2.58,Business,Meeting,11.97,August
2019-08-17,2019-08-17 17:17:05,2019-08-17 18:10:23,53.3,"-26.1173, 27.8385","-26.1135, 27.8662",7.89,Business,Client Visit,36.61,August
2019-08-17,2019-08-17 18:29:47,2019-08-17 18:41:33,11.8,"-26.1127, 27.8669","-26.1132, 27.8347",3.34,Business,Local Travel,15.5,August
2019-08-18,2019-08-18 10:07:19,2019-08-18 10:13:38,6.3,"-26.1173, 27.8385","-26.1122, 27.8599",2.7,Business,Meeting,12.53,August
2019-08-18,2019-08-18 10:38:17,2019-08-18 11:30:05,51.8,"-26.1143, 27.8666","-26.1161, 27.8702",3.24,Business,Meeting,15.03,August
2019-08-18,2019-08-18 11:52:57,2019-08-18 12:19:56,27.0,"-26.1143, 27.8666","-26.0926, 27.8267",5.55,Business,Client Visit,25.75,August
2019-08-18,2019-08-18 13:01:56,2019-08-18 14:13:09,71.2,"-26.0898, 27.8192","-26.1187, 27.8472",5.71,Business,Client Visit,26.49,August
2019-08-18,2019-08-18 14:21:10,2019-08-18 14:39:18,18.1,"-26.1187, 27.8472","-26.1175, 27.8384",3.79,Business,Meeting,17.59,August
2019-08-18,2019-08-18 15:56:45,2019-08-18 16:09:48,13.1,"-26.1173, 27.8385","-26.1414, 27.8801",5.03,Business,Client Visit,23.34,August
2019-08-18,2019-08-18 17:37:29,2019-08-18 17:49:35,12.1,"-26.1413, 27.8801","-26.1175, 27.8384",4.96,Business,Meeting,23.01,August
2019-08-19,2019-08-19 07:59:13,2019-08-19 08:05:24,6.2,"-26.1173, 27.8385","-26.112, 27.8472",2.15,Business,Local Travel,9.98,August
2019-08-19,2019-08-19 10:13:17,2019-08-19 10:21:23,8.1,"-26.112, 27.8473","-26.1174, 27.8386",1.78,Business,Meeting,8.26,August
2019-08-19,2019-08-19 10:29:31,2019-08-19 10:37:51,8.3,"-26.1173, 27.8385","-26.1349, 27.8599",3.12,Business,Meeting,14.48,August
2019-08-19,2019-08-19 10:54:09,2019-08-19 10:57:42,3.5,"-26.1348, 27.8601","-26.1267, 27.8465",1.7,Business,Meeting,7.89,August
2019-08-19,2019-08-19 11:18:09,2019-08-19 11:51:05,32.9,"-26.1267, 27.8465","-26.1142, 27.6775",17.94,Business,Client Visit,83.24,August
2019-08-19,2019-08-19 13:39:36,2019-08-19 13:49:46,10.2,"-26.1142, 27.6775","-26.098, 27.7498",7.87,Business,Client Visit,36.52,August
2019-08-19,2019-08-19 13:58:08,2019-08-19 14:17:47,19.6,"-26.0979, 27.7497","-26.1267, 27.8465",10.33,Business,Client Visit,47.93,August
2019-08-19,2019-08-19 15:05:03,2019-08-19 15:13:08,8.1,"-26.1267, 27.8472","-26.112, 27.8473",1.78,Business,Meeting,8.26,August
2019-08-19,2019-08-19 16:56:18,2019-08-19 17:02:38,6.3,"-26.112, 27.8473","-26.1176, 27.8384",1.52,Business,Meeting,7.05,August
2019-08-19,2019-08-19 17:21:42,2019-08-19 18:13:34,51.9,"-26.1178, 27.8388","-26.1174, 27.8385",8.26,Business,Client Visit,38.33,August
2019-08-19,2019-08-19 19:11:33,2019-08-19 19:21:22,9.8,"-26.1176, 27.8386","-26.113, 27.8345",3.1,Business,Local Travel,14.38,August
2019-08-20,2019-08-20 07:53:40,2019-08-20 08:03:44,10.1,"-26.1173, 27.8385","-26.1218, 27.813",3.3,Business,Local Travel,15.31,August
2019-08-20,2019-08-20 08:11:45,2019-08-20 08:22:00,10.2,"-26.1216, 27.8129","-26.1258, 27.8472",3.56,Business,Meeting,16.52,August
2019-08-20,2019-08-20 08:30:01,2019-08-20 08:36:15,6.2,"-26.1258, 27.8472","-26.1128, 27.8472",1.58,Business,Meeting,7.33,August
2019-08-20,2019-08-20 16:57:19,2019-08-20 17:11:01,13.7,"-26.112, 27.8473","-26.1172, 27.8387",1.05,Business,Meeting,4.87,August
2019-08-20,2019-08-20 19:01:27,2019-08-20 19:03:58,2.5,"-26.1173, 27.8385","-26.126, 27.8472",1.46,Business,Local Travel,6.77,August
2019-08-20,2019-08-20 19:14:05,2019-08-20 19:22:30,8.4,"-26.126, 27.8462","-26.1081, 27.8154",4.96,Business,Local Travel,23.01,August
2019-08-20,2019-08-20 21:50:12,2019-08-20 22:24:27,34.2,"-26.1079, 27.8156","-26.1174, 27.8385",7.86,Business,General Travel,36.47,August
2019-08-21,2019-08-21 09:29:12,2019-08-21 09:37:12,8.0,"-26.1173, 27.8385","-26.1124, 27.8603",2.86,Business,Meeting,13.27,August
2019-08-21,2019-08-21 11:59:20,2019-08-21 12:11:28,12.1,"-26.1123, 27.8604","-26.1173, 27.8385",3.75,Business,Meeting,17.4,August
2019-08-21,2019-08-21 12:29:32,2019-08-21 12:33:24,3.9,"-26.1178, 27.8386","-26.1259, 27.8469",1.24,Business,Meeting,5.75,August
2019-08-21,2019-08-21 13:02:40,2019-08-21 13:18:18,15.6,"-26.1258, 27.8468","-26.1174, 27.8331",2.35,Business,Meeting,10.9,August
2019-08-21,2019-08-21 13:26:18,2019-08-21 13:51:05,24.8,"-26.1175, 27.8339","-26.1086, 27.8365",3.26,Business,Meeting,15.13,August
2019-08-21,2019-08-21 13:59:08,2019-08-21 14:10:57,11.8,"-26.1093, 27.8365","-26.1174, 27.8385",1.97,Business,Meeting,9.14,August
2019-08-21,2019-08-21 14:19:10,2019-08-21 14:51:15,32.1,"-26.1173, 27.8385","-26.1258, 27.8468",5.53,Business,Client Visit,25.66,August
2019-08-21,2019-08-21 15:11:28,2019-08-21 15:15:28,4.0,"-26.1217, 27.8468","-26.1131, 27.8345",1.63,Business,Meeting,7.56,August
2019-08-21,2019-08-21 17:13:02,2019-08-21 17:33:10,20.1,"-26.1173, 27.8385","-26.1258, 27.8469",3.43,Business,Meeting,15.92,August
2019-08-21,2019-08-21 17:57:14,2019-08-21 18:19:18,22.1,"-26.1258, 27.8468","-26.1131, 27.8345",8.04,Business,Client Visit,37.31,August
2019-08-21,2019-08-21 19:13:29,2019-08-21 19:36:35,23.1,"-26.1131, 27.8345","-26.1131, 27.8345",4.76,Business,Local Travel,22.09,August
2019-08-22,2019-08-22 08:31:31,2019-08-22 08:45:38,14.1,"-26.1173, 27.8385","-26.112, 27.8473",2.55,Business,Meeting,11.83,August
2019-08-22,2019-08-22 09:18:55,2019-08-22 09:29:22,10.4,"-26.112, 27.8473","-26.1216, 27.8133",3.6,Business,Meeting,16.7,August
2019-08-22,2019-08-22 09:35:11,2019-08-22 09:47:19,12.1,"-26.1224, 27.8133","-26.112, 27.8473",3.97,Business,Meeting,18.42,August
2019-08-22,2019-08-22 17:05:38,2019-08-22 17:11:41,6.0,"-26.1119, 27.8472","-26.1259, 27.8473",1.67,Business,Meeting,7.75,August
2019-08-22,2019-08-22 18:21:41,2019-08-22 18:25:44,4.0,"-26.126, 27.8469","-26.1173, 27.8385",1.29,Business,Local Travel,5.99,August
2019-08-22,2019-08-22 19:14:29,2019-08-22 19:20:46,6.3,"-26.113, 27.8346","-26.1264, 27.8472",1.93,Business,Local Travel,8.96,August
2019-08-22,2019-08-22 19:33:03,2019-08-22 19:47:25,14.4,"-26.1258, 27.8472","-26.1131, 27.8345",1.95,Business,Local Travel,9.05,August
2019-08-23,2019-08-23 07:46:50,2019-08-23 08:07:54,21.1,"-26.1173, 27.8385","-26.112, 27.8473",4.09,Business,Local Travel,18.98,August
2019-08-23,2019-08-23 17:45:41,2019-08-23 17:53:39,8.0,"-26.1119, 27.8472","-26.1258, 27.847",1.71,Business,Meeting,7.93,August
2019-08-23,2019-08-23 18:35:57,2019-08-23 18:42:04,6.1,"-26.1258, 27.8472","-26.1132, 27.8344",1.99,Business,Local Travel,9.23,August
2019-08-23,2019-08-23 18:52:07,2019-08-23 18:59:25,7.3,"-26.113, 27.8346","-26.1259, 27.8471",1.91,Business,Local Travel,8.86,August
2019-08-23,2019-08-23 19:08:16,2019-08-23 19:16:21,8.1,"-26.1258, 27.8472","-26.1173, 27.8385",1.28,Business,Local Travel,5.94,August
2019-08-23,2019-08-23 20:00:38,2019-08-23 20:09:49,9.2,"-26.1173, 27.8385","-26.1219, 27.8219",2.18,Business,Local Travel,10.12,August
2019-08-23,2019-08-23 20:20:51,2019-08-23 20:51:09,30.299999999999997,"-26.1217, 27.8213","-26.1176, 27.8384",5.64,Business,General Travel,26.17,August
2019-08-24,2019-08-24 08:30:00,2019-08-24 08:34:04,4.1,"-26.1175, 27.8384","-26.1258, 27.8472",1.35,Business,Meeting,6.26,August
2019-08-24,2019-08-24 08:41:55,2019-08-24 08:46:09,4.2,"-26.1263, 27.8461","-26.1174, 27.8384",1.33,Business,Meeting,6.17,August
2019-08-24,2019-08-24 11:59:56,2019-08-24 12:02:58,3.0,"-26.1173, 27.8385","-26.1258, 27.8468",1.28,Business,Meeting,5.94,August
2019-08-24,2019-08-24 12:10:36,2019-08-24 12:14:37,4.0,"-26.1258, 27.8468","-26.1176, 27.8384",1.28,Business,Meeting,5.94,August
2019-08-24,2019-08-24 12:30:50,2019-08-24 12:36:57,6.1,"-26.1173, 27.8385","-26.1261, 27.847",1.36,Business,Meeting,6.31,August
2019-08-24,2019-08-24 12:51:06,2019-08-24 12:59:06,8.0,"-26.1258, 27.8472","-26.1173, 27.8385",1.58,Business,Meeting,7.33,August
2019-08-24,2019-08-24 13:51:39,2019-08-24 14:04:19,12.7,"-26.113, 27.8346","-26.112, 27.8472",2.23,Business,Meeting,10.35,August
2019-08-24,2019-08-24 14:30:09,2019-08-24 14:59:55,29.8,"-26.1091, 27.8463","-26.1259, 27.8471",5.4,Business,Client Visit,25.06,August
2019-08-24,2019-08-24 15:11:05,2019-08-24 15:21:14,10.2,"-26.1249, 27.847","-26.1173, 27.8385",1.98,Business,Meeting,9.19,August
2019-08-24,2019-08-24 16:07:37,2019-08-24 17:02:41,55.1,"-26.1176, 27.8385","-26.1174, 27.8384",50.92,Business,Client Visit,236.27,August
2019-08-26,2019-08-26 07:57:18,2019-08-26 08:08:20,11.0,"-26.1173, 27.8385","-26.1127, 27.8472",2.81,Business,Local Travel,13.04,August
2019-08-26,2019-08-26 12:53:41,2019-08-26 13:00:12,6.5,"-26.112, 27.8472","-26.1174, 27.8384",1.05,Business,Meeting,4.87,August
2019-08-26,2019-08-26 13:12:38,2019-08-26 13:16:49,4.2,"-26.1173, 27.8385","-26.1193, 27.8501",1.2,Business,Meeting,5.57,August
2019-08-26,2019-08-26 16:59:46,2019-08-26 17:04:55,5.2,"-26.112, 27.8472","-26.1175, 27.8392",1.83,Business,Meeting,8.49,August
2019-08-26,2019-08-26 18:52:44,2019-08-26 18:59:44,7.0,"-26.1173, 27.8385","-26.1258, 27.8472",1.31,Business,Local Travel,6.08,August
2019-08-26,2019-08-26 19:05:46,2019-08-26 19:13:51,8.1,"-26.1258, 27.8472","-26.1417, 27.8678",3.33,Business,Local Travel,15.45,August
2019-08-26,2019-08-26 19:24:26,2019-08-26 19:32:31,8.1,"-26.1407, 27.8674","-26.1258, 27.8472",2.66,Business,Local Travel,12.34,August
2019-08-26,2019-08-26 19:38:35,2019-08-26 19:42:36,4.0,"-26.1261, 27.8461","-26.1173, 27.8385",1.31,Business,Local Travel,6.08,August
2019-08-27,2019-08-27 07:44:26,2019-08-27 08:03:55,19.5,"-26.1173, 27.8385","-26.112, 27.8472",3.08,Business,Local Travel,14.29,August
2019-08-27,2019-08-27 11:41:37,2019-08-27 12:00:09,18.5,"-26.1169, 27.8486","-26.1173, 27.8385",1.01,Business,Meeting,4.69,August
2019-08-27,2019-08-27 14:23:29,2019-08-27 14:45:45,22.3,"-26.1173, 27.8385","-26.112, 27.8473",2.4,Business,Meeting,11.14,August
2019-08-27,2019-08-27 17:16:16,2019-08-27 17:24:25,8.2,"-26.1165, 27.8485","-26.1258, 27.8468",1.16,Business,Meeting,5.38,August
2019-08-27,2019-08-27 18:09:15,2019-08-27 18:11:17,2.0,"-26.1258, 27.8468","-26.1174, 27.8384",1.28,Business,Local Travel,5.94,August
2019-08-28,2019-08-28 07:22:38,2019-08-28 07:32:54,10.3,"-26.1174, 27.8384","-26.112, 27.8472",3.0,Business,Local Travel,13.92,August
2019-08-28,2019-08-28 11:36:28,2019-08-28 11:40:31,4.0,"-26.111, 27.8469","-26.1176, 27.8384",1.12,Business,Meeting,5.2,August
2019-08-28,2019-08-28 14:06:50,2019-08-28 14:57:14,50.4,"-26.1173, 27.8385","-25.8335, 28.2091",60.49,Business,Client Visit,280.67,August
2019-08-28,2019-08-28 15:36:00,2019-08-28 16:08:17,32.3,"-25.8333, 28.2093","-25.6393, 28.2754",30.26,Business,Client Visit,140.41,August
